symbol,direction,entry_time,exit_time,entry_price,exit_price,pnl,holding_hours,dca_layers,reason,session
US30,BUY,2023-08-25 18:00:00+00:00,2023-08-25 18:15:00+00:00,34292.2,34342.146428571425,2.997857499999927,0.25,0,TRAILING_BE_EXIT,
NZDUSD,SELL,2023-08-25 17:00:00+00:00,2023-08-25 20:45:00+00:00,0.59044,0.5896864285714285,2.1342736571430008,3.75,0,TRAILING_BE_EXIT,
NZDUSD,SELL,2023-08-25 21:00:00+00:00,2023-08-27 21:15:00+00:00,0.59032,0.5895760714285714,1.2957023828571608,48.25,0,TRAILING_BE_EXIT,
US30,BUY,2023-08-25 19:00:00+00:00,2023-08-27 22:15:00+00:00,34411.8,34413.0,-0.35615100000017463,51.25,0,12H_ML_CUT,
XAUUSD,SELL,2023-08-28 01:00:00+00:00,2023-08-28 08:45:00+00:00,1915.718,1914.7010357142858,0.7389133928571232,7.75,0,TRAILING_BE_EXIT,
US30,SELL,2023-08-28 00:00:00+00:00,2023-08-28 12:00:00+00:00,34416.1,34456.0,-2.8172845714286585,12.0,0,12H_ML_CUT,
NZDUSD,SELL,2023-08-28 09:00:00+00:00,2023-08-28 21:00:00+00:00,0.59015,0.59098,-8.750012989999982,12.0,0,12H_ML_CUT,
USDJPY,SELL,2023-08-28 14:00:00+00:00,2023-08-29 02:00:00+00:00,146.544,146.348,8.166004181813115,12.0,0,12H_ML_CUT,
US30,BUY,2023-08-28 21:00:00+00:00,2023-08-29 05:15:00+00:00,34595.8,34623.08214285714,1.8186820714283658,8.25,0,TRAILING_BE_EXIT,
US30,SELL,2023-08-29 06:00:00+00:00,2023-08-29 09:45:00+00:00,34617.6,34597.24642857143,1.3292864285710957,3.75,0,TRAILING_BE_EXIT,
XAUUSD,SELL,2023-08-29 02:00:00+00:00,2023-08-29 10:45:00+00:00,1922.016,1921.1367857142857,1.2031532857145089,8.75,0,TRAILING_BE_EXIT,
XAUUSD,SELL,2023-08-29 14:00:00+00:00,2023-08-29 14:15:00+00:00,1921.056,1930.301,-19.047926857142638,0.25,0,SOFT_ATR_STOP,
US30,BUY,2023-08-29 10:00:00+00:00,2023-08-29 14:45:00+00:00,34626.7,34692.874285714286,34.23105428571455,4.75,2,TRAILING_BE_EXIT,
AUDUSD,SELL,2023-08-29 15:00:00+00:00,2023-08-30 03:00:00+00:00,0.64403,0.64628,-1.3600349542857666,12.0,2,12H_ML_CUT,
US30,BUY,2023-08-29 17:00:00+00:00,2023-08-30 05:00:00+00:00,34793.0,34883.6,8.35272571428557,12.0,0,12H_ML_CUT,
XAUUSD,SELL,2023-08-30 03:00:00+00:00,2023-08-30 06:30:00+00:00,1936.696,1935.7683928571428,1.2996486428571399,3.5,0,TRAILING_BE_EXIT,
US30,SELL,2023-08-30 05:00:00+00:00,2023-08-30 08:00:00+00:00,34883.6,34853.01714285714,2.352459285714311,3.0,0,TRAILING_BE_EXIT,
